"","Duo.colon.ratio","Jej.colon.ratio","Ile.colon.ratio"
"1",0.800832227084708,3.90728461854955,2.54070250649594
"2",-0.387947973774535,-0.0717106062092201,1.05748280760836
"3",0.570071186693552,3.58354192287996,1.98704828301599
"4",0.446935477694012,-0.198081296472294,-0.221003311405006
"5",1.10222304224177,2.81609685767208,0.655208241776245
"6",-0.0711136054295426,-0.756027585451325,-0.355028748370427
"7",-0.47178149719958,0.718958013818008,0.992291657578124
"8",1.35424766812192,3.61787274858157,2.23849431527656
"9",-0.277870590497705,-0.13768982331717,1.11147518983907
"10",0.453784288660978,2.76356234515974,2.52043144888912
"11",-1.16853766062114,-3.14842462884524,-2.04361271190924
"12",0.0711019986547954,0.0271662398954031,-0.114815518216825
"13",0.478497494920773,2.26633193114209,0.79918659182382
"14",0.339201269814587,3.02655764690889,3.26658607201702
"15",-0.282422944842903,0.570309963309884,0.936907345867912
"16",0.696119802365012,2.86676404016479,2.74542378240798
"17",1.00776019622701,1.52403528305062,1.68760429735885
"18",0.949138572644776,0.902992376410916,1.15159193639832
"19",-0.890845240558555,-2.04291156769316,-0.922188071171191
"20",-1.31315741450928,-2.12889194592453,-0.655548533747135
"21",-0.300957242211603,-0.0959487541596153,-0.133361806610736
"22",0.293397134453372,0.134912928750606,0.841922595578844
"23",0.849676964878659,0.626595868739264,0.728200152719888
"24",1.81489625961632,4.26546306597752,3.67897032168155
"25",0.588340264187865,0.480423076639172,0.675280782620141
"26",0.732997658062997,1.36097273102164,0.075216986518415
"27",0.0908571078135375,1.01951825261746,0.551698163599769
"28",0.509526033678542,2.62323152478526,1.86171067959485
"29",-0.192454393647686,0.407259359326263,0.00435548192156765
"30",1.5262931402493,4.28663348737985,2.99731009518
"31",0.843804379004509,1.2941895188983,1.22702560538082
"32",0.703097195561912,0.375609244854582,0.19352263316244
"33",-0.267205152549798,-0.983787555545266,-0.811652420509308
"34",1.64702608496302,3.45177696654939,2.72200286561177
"35",0.0817155134212381,0.938362859070355,1.08712652358884
"36",1.32432958127321,2.5359250821664,2.15878772219557
"37",-0.252060595686892,0.665272887293945,1.6167424458672
"38",0.0685824075420785,-0.335019024416905,-0.33184819631164
"39",-0.779059560362369,-1.42277850375821,-0.140304866712829
"40",1.16926923824155,3.70076771143163,2.23275124440836
"41",-1.57071095471322,-1.70610896456738,-0.452017245573967
"42",0.0318368571194131,0.325272380733855,2.13175308614902
"43",0.32916086777781,1.39083183193256,2.39923787841214
"44",0.754909691378445,1.74253135265081,2.53974867281123
"45",-0.966144505810086,-2.09928707026506,-1.56156935256934
"46",0.141120680950565,0.698776467666963,1.7246948690957
"47",0.722862363390304,2.02936087879855,0.613920057154539
"48",0.0483422309369854,1.49815177510708,0.797062336614819
"49",-0.502212677884698,0.775818242568355,0.907038368532233
"50",-0.103298764629259,1.54218944017354,0.176331647195308
"51",-1.18914653445354,0.655957072553195,0.499710799490663
"52",0.791298697651502,1.45726898638216,1.78359504330044
